id,review_text,label,cleanlab_suggested_label,cleanlab_corrected_label,cleanlab_label_quality,cleanlab_action
32950,"This is the best magazine for women of all ages that I have ever read.  It has some wonderful tips and articles, and I love it.",5.0,,,0.9999858,
32958,"This magazine is slightly sensationalized, but I still enjoy receiving it and reading it over time.  I research all the ideas they put forth before I believe them!!!!",4.0,,,0.9411025,
32967,I love this magazine.  Especially all the different tips that they offer.  Plus there's always a neat diet that's offered.,5.0,,,0.9996239,
32970,It is a fine magazine. But I don't understand why I ordered it and paid for it April 30th and I am still waiting for the first issue to come (today is June 28th).,1.0,,,0.99426544,resolved
32972,I love this magazine. I subscribe to about 15 magazines and this one is my favorite. I read it cover to cover.,5.0,,,0.99996614,
32979,"This is a great magazine! I look forward to receiving this magazine, it's got so much information on so many things.",5.0,,,0.97636074,resolved
32985,Love this magazine......so much great information!! Enjoy the recipe's inside as well. Would suggest it to anyone for all the greatest ideas and articles!,5.0,,,0.98083925,
32991,I do enjoy reading this magazine.  I get a lot of health and cooking tips from it.  Usually good articles.,4.0,,,0.99583477,
32995,Had picked this magazine before and liked it.  Each year I try a new magazine and this was the one this year.  It has lots of info and good articles.  Would appeal to all ages.,4.0,,,0.9724654,
33036,for some reason it takes forever to get the first copy - still don't have it.,1.0,,,0.96050906,
33038,"I could not tell you about the magazine, my wife has yet to receive anything I have paid for.

I am guessing it's ""Heinrich Bauer North America"" fault...",1.0,,,0.9537453,
33059,Awesome subscription,5.0,,,0.99679327,resolved
33061,Purchased this for a friend and he absolutely love it.,5.0,,,0.9999586,
33065,This is my all-time favorite magazine. If you are into country living or homesteading then this is the one for you.  I even keep old copies to reference later.,5.0,,,0.98530966,
33073,Countryside and Small Stock Journal is an excellent resource for those contemplating farming or homesteading. In addition advertisers have many hard to find necessities,3.0,,,0.4466715,resolved
33077,It had information in it but there are other magazines of the same type that put out much more useful information.,3.0,,,0.8108839,
33085,"Not so good compared to Mother Earth News, Farm Journal and other simular type reading.",3.0,,,0.62632835,resolved
33089,I am so glad that I purchased this magazine!  It is a delight to read it every time it is delivered!  I go through every single page and constantly learn new things!,5.0,,,0.97361386,
33093,Very specific niche for a magazine.  We love it.  We have a small farm and the articles are quite helpful.,5.0,,,0.9965358,
33105,I love this magazine! I have read it for years and when I discovered I could read it on kindle I was ecstatic! It has something for everyone in it.,5.0,,,0.9981688,
33115,Love the variety of articles and features offered in this weekly mag.,5.0,,,0.99863684,
33116,"Haven't subscribed to this in ages, was offered a sweet deal & had forgotten how useful the info was! :)",1.0,,,0.7993454,resolved
33118,I ordered this for my Mom for Mother's Day. $80 She got ONE Magazine! Now they want to know if I want to RENEW!,1.0,,,0.8375153,
33121,"Love this magazine. Love reading it, so relaxing.",5.0,,,0.99989796,
33122,A wealth of information for a great price.,5.0,,,0.88435495,
33125,I absolutely love this magazine.  It always contains a wealth of pertinent information.  It is also easy reading.,5.0,,,0.99828076,
33131,Womans World is an excellent magazine with helpful article and recipes.  I read the whole magazine and share with others.,5.0,,,0.88342834,
33141,Love this magazine !,5.0,,,0.99986076,
33143,expected more,3.0,,,0.97945696,resolved
33150,One of my favorite as it gives a variety of subjects!,5.0,,,0.9890293,
33157,I have subscribed to Woman's World for 2 years now and love every issue.  Good information and great stories.,5.0,,,0.99736214,
33187,Great magazine. So much useful content.,5.0,,,0.7958673,
33190,It was just okay. After reading the one issue I've determined that I would much rather have the actual magazine. In the electronic version you can't do the crossword :),3.0,,,0.9778557,
33194,I am delighted too receive via kindle my favorite magazines since I live overseas!,5.0,,,0.978027,
33196,It fun reading.,4.0,,,0.8060163,
33199,My best friend's best ever gift..so good I renewed for another birthday!!!,5.0,,,0.9949039,
33200,It's okay.,3.0,,,0.99339354,
33205,"My favorite magazine, even better having it on my kindle.",5.0,,,0.9927645,
33214,"Great articles, downloads fast without any issues every week!",5.0,,,0.8397956,
33230,"Love this weekly...so many good ideas..great jokes ,stories, recipes!",5.0,,,0.9880538,
33235,I love this magazine and I am so thankful I can get it through Amazon.,5.0,,,0.999458,
33237,Wife likes it.,4.0,,,0.8287929,resolved
33248,Reading this magazine for years enjoy the short articles and useful hints,4.0,,,0.93808216,
33253,Great Item!,5.0,,,0.6926715,
33258,Bought it for my mom.  She loves thus magazine!  Her favorite!,5.0,,,0.99987566,
33270,Love this magazine and the crossword puzzles!,5.0,,,0.99986076,
33290,It has a little of everything. Love the crossword puzzles.,5.0,,,0.968529,
33297,It is my favorite magazine from recipes to health tips it fills my needs.  I love the short stores and vacation tips.,5.0,,,0.9990721,
33307,"Love love this magazine!! Positive, wholesome, good stories as well as recipes and much more!",5.0,,,0.99863833,
33317,the price is great! one of my favorite mags,5.0,,,0.99990976,
33322,My favorite magazine.  I love the convenience of ordering my magazines on Amazon!,5.0,,,0.9997518,
33326,Love it!  I've subscribed for  many years!,5.0,,,0.9935693,
33329,Did not get my first issue yet,1.0,,,0.9990548,
33337,"Woman's World is my favorite magazine. So much wonderful content! Love it! Share it with my sisters who love it, too.",5.0,,,0.99974954,
33357,Love this magazine. The short stories are easy and fast to read. Lots of great ideas and helpful hints. Great for everyone.,5.0,,,0.99822944,
33372,This is one of my favorite magazines!  Always something new and exciting to read. I highly recommend it to anyone!,5.0,,,0.99995494,
33375,"I love this magazine, I read this cover to cover.  Very informative.
Should not have to use fillers for feedback.",5.0,,,0.99625283,
33401,"I haven't received magazine yet or any notification as to when I will get it
It would be nice to know when i can stop buying it in store",1.0,,,0.8572198,
33411,My mom loves this magazine!!!!!!!!!!!!!  I renewed it again this year as part of her Christmas.  She looks forward to it every week.  I also read it.  It is really good.,5.0,,,0.7944017,
33413,Woman's World has so very much useful information packed into a small publication!!! Health! Beauty! Fitness! Fashion! Hair styles! Wonderful Wonderful Wonderful!!!,5.0,,,0.99689025,
33414,I love this magazine. It has everything in it. It always arrives on time. I am very happy with this order.,5.0,,,0.9998071,
33427,"It is so full of amazing health facts, fun facts, great recipes and ideas, money saving reviews, etc.  I also love the crossword puzzle.",5.0,,,0.99987054,
33450,"Woman's World has lots of quick, newsy bits of food, fashion, fitness, and fun. I learn something new every issue. Plus I love doing the crossword and sudoku puzzles.",5.0,,,0.9987036,
33455,"I have read this magazine since the first day it came out.  Have been a faithful weekly reader since then.  Fast reads, great articles.",5.0,,,0.8198007,
33464,My wife is glad to receive WW by mail! Tell me more about the $5.00 bonus!,1.0,,,0.5561936,resolved
33478,"Love this magazine, we renew every year.",5.0,,,0.9997382,
33489,"Awesome magazine in many ways: tells you where events are, has ads for great dogs, really educational.",5.0,,,0.86610293,
33518,Tried purchasing this as a gift - unavailable. On the phone for 30 minutes to find this out. Heading to Barned & Noble - frustrated.,1.0,,,0.9015515,
33519,Still the best automotive magazine out there!,5.0,,,0.977036,
33523,The quality of the mag isn't as nice as shown in the photo,2.0,,,0.37949815,resolved
33542,Best car magazine ever,5.0,,,0.9423659,
33549,"Excellent magazine for women of color, read this as a young girl and still love it.",5.0,,,0.97862875,
33550,Favorite publication!,5.0,,,0.9969576,resolved
33551,"I've always been a fan of essence magazine, love it!!!!!!
Thank you Amazon for the special $5 offer.  Very nice",5.0,,,0.99673164,
33553,Have been trying to download this since i ordered it and it will not work very frustrated.  Still waiting on help,1.0,,,0.9999827,
33556,Easy reading but too many junk ads.,4.0,,,0.76022345,resolved
33557,Issues have been pretty bad. Last one was deplorable. Just a lead up to their 10 best issue.  No in depth reviews.,1.0,,,0.6011232,
33560,Best car magazine...period!,5.0,,,0.99960995,
33562,Fun to read,4.0,,,0.98796827,resolved
33569,"magazine fine, pressure from publisher to renew much to intense",3.0,,,0.83611786,
33570,Full of great information!,5.0,,,0.7567586,
33573,Too many exotic cars in this magazine. Some useful info but mostly fluff.,3.0,,,0.97023237,
33578,Our family has read Essence for years...We love it!,5.0,,,0.9993057,
33581,I will not be renewing my subscription. Nothing against Essence. I am a senior citizen and it does not appeal to me.,1.0,,,0.9137933,
33582,Bought the subscription as a gift for my wife. She loves every page of it and I often find myself flipping through the pages too.,5.0,,,0.9913212,resolved
33584,Magazine would not download,1.0,,,0.99759316,resolved
33585,can read through them in about twenty minutes.  Too many ads.,3.0,,,0.6311222,
33596,"Magazine is fine ,but be ware of company. Will charge and double charge you. Better off buying it from book store or some other supplier. Like the magazine though.",3.0,,,0.9692762,resolved
33603,"This is a great magazine, and is a must read. Always entertaining and informative.",5.0,,,0.97043455,
33604,Unable to access subscription in any way using anything. Either Kindle or Car and Driver need a lot of work.....,1.0,,,0.98862237,
33609,I love it! I wish I had done this much sooner. Much more easier to keep up with the beautiful people of color. Much better than the Washington Post.,5.0,,,0.99541736,
33630,The app is easy to navigate and read.,4.0,,,0.9924177,
33635,"Love the magazine, love the photos, love the writing. I've been an on and off subscriber for over 10 years and I'm glad to have it back in my home.",5.0,,,0.9987409,
33636,It's really too bad I can't get it on my PC because I would sure like to read it. Who knows maybe if I could download the magazine and read it I might purchase a subscription.,1.0,,,0.990814,
33650,"Love this magazine,ine",5.0,,,0.9998263,
33654,"I was trying to access my digital account because I already receive the magazine by mail, instead I was charged for this book.",1.0,,,0.94407284,
33663,"Totally different from my other Hurst magazine ""Road & Track"". Good to get another view.",4.0,,,0.8623705,
33685,Grandfather loves it!! At 91 and owning his own car parts store years ago this is great for him.,5.0,,,0.9926717,
33687,Good reviews,4.0,,,0.99974775,
33700,Way too many advertisements.,2.0,,,0.951244,
33705,Love the instant availability through Amazon. Love the magazine!,5.0,,,0.9984299,
33713,We are rebuilding a 1985 Jeep. This has been the best source of information and answers a lot of questions.,5.0,,,0.9997358,
33714,My husband loves this magazine! He is always looking forward to the next issue. I recommend this magazine to everyone who loves trucks / jeeps.,5.0,,,0.9993036,resolved
33728,It's great!,4.0,,,0.18735707,
33731,great magazine for women of color,5.0,,,0.76568425,
33736,"Great magazine!!
 Well not take up space in the house . u can have it on your table or kindle",3.0,,,0.23575717,resolved
33740,"Came bent, want to return. Nothing good in the magazine.",3.0,,,0.56127983,
33750,A great App!  I love the magazine and love the convenience of having it on my Kindle.  Thanks Essence,5.0,,,0.999298,
33752,Historical one of the best reads for Women of Color and continues to be a best read,5.0,,,0.99077547,
33754,"Love,love,love this magazine!!",5.0,,,0.9997393,
33759,I've been reading Car And Driver for years. It remains one of my favorites.,5.0,,,0.9791198,
33763,"Hard to read on a Kindle Fire. I think all the content is there but the pinching, swiping, and zooming is tiresome.",3.0,,,0.4601396,
33777,I've always enjoyed this magazine and now it's awesome to have it on my tablet,5.0,,,0.99779737,
33781,This is my favorite automotive magazine. I have been reading since 1982.,5.0,,,0.9999014,
33785,I love cars and this magazine has been my go to since I was a teenager.  Great Magazine and the cost on Amazon was a good deal too.,5.0,,,0.9997245,
33786,Good.  As expected.,4.0,,,0.9963838,
33792,This is a good average magazine about new and old cars. It could be better at covering economy cars.,4.0,3.0,,0.22756276,resolved
33802,Love being able to read in the dark with my kindle fire.,5.0,,,0.99477077,
33805,Excellent Magazine!,5.0,,,0.99269724,
33815,Seems awfully expensive when I can buy a print version for $5 per year...,1.0,,,0.9519699,resolved
33820,I love Essence! Great info on various topics important to African American women.,5.0,,,0.9627011,
33823,Not user friendly.,1.0,,,0.60152614,
33827,I love the fact since I have a paid subscription with Essence I can get this digital subscription with it. App is very easy to use and to navigate through the magazine articles,5.0,,,0.99175036,
33828,Great price for a great man pacifier!,5.0,,,0.9848443,
33829,Print is too smal,1.0,,,0.8532419,resolved
33841,Love the magazine. I've been a subscriber for over 20 years. It's content is on point for today's Black woman.  Essence keep up the good work.,5.0,,,0.8796327,
33846,Essence Magazine is great!! It is filled with reliable information and also provides articles that stimulate growth. I am glad that I finally renewed my subscription.,5.0,,,0.9408983,
33848,Not much real information.,2.0,,,0.91382825,
33856,It's a very interesting magazine for any car enthusiast.,4.0,,,0.92007875,
33865,The articles are just not interesting any more.,2.0,,,0.7467876,
33866,been reading it for some 35-40 yrs,4.0,,,0.6103792,
33871,i love the magazine.,5.0,,,0.9990378,
33873,Takes days to download.,1.0,,,0.990178,resolved
33878,"Buy this for my hubby every year and it's a hit with him! With over 50 years in publication, they've got it right and keep it interesting!",5.0,,,0.8065157,
33881,Best Car Magazine Out There,5.0,,,0.99430776,
33882,Great magizine but I wish they were sent in some sort of packaging because The front and back is always messed up by the time I get it. Other than that it's great!,4.0,,,0.7885814,resolved
33888,This is not the way I remember this magazine. Needs fewer ads and more self help info and/or articles. Boring,1.0,,,0.89569104,resolved
33911,Great publication to keep up with the world of automobiles. A must for any auto enthusiasts who dares to dream!,5.0,,,0.9705678,resolved
33916,Enjoyable magazine to read.,4.0,,,0.84795976,
33922,I absolutely love this magazine!! I can see myself in here. Essence had great articles and stories if can relate to!!!!,5.0,,,0.99914384,
33925,"I've been a fan since 1976 and it has grown with me.....It is infomative, witty and reflects my image! AWESOME!",5.0,,,0.9960566,
33929,We don't want the auto renewal,1.0,,,0.9985064,resolved
33935,"Took forever to receive my ""subscription."" It says a year, but I've only received 2 magazines so far. It's been months since I received another magazine.",1.0,,,0.9956008,resolved
33959,There were at least 2 months that the magazine did not down load to my kindle. When I cancelled the magazine all of the magazines disappeared off my kindle. Very disappointed.,1.0,,,0.99413097,
33962,"This will only allow you to view 2 magazines at a time on your device, the rest are stored in the cloud....the app was better....",1.0,,,0.93582404,resolved
33965,I love the video clips that come with the Kindle edition.  It puts a new spin on one of my favorite magazines.,5.0,,,0.9997156,
33971,THE BEST CAR MAGAZINE GOING!! ALWAYS GREAT PICTURES AND WELL WRITTEN HONEST AND PRECISE ARTICLES AND THE REVIEWS ARE SOME OF THE BEST AROUND!!,5.0,,,0.99222636,
33972,I ordered in December and it's going to arrive in march.......  that's kinda long don't you think? maybe you guys should speed it up a bit?,1.0,,,0.94498146,
33978,Great Magazine! Been subscribing to it for years.  One of the best magazines I've read in a long time.  Great!,5.0,,,0.99890274,
33983,I've been reading this magazine for years and its getting better and better every year! I love it every time!,5.0,,,0.9997651,
33990,I enjoyed this magazine some. But have let it run out. I drive cars to get places and their reviews don't relate to how I feel about cars.,3.0,,,0.41148263,
34001,you better watch out for their auto subscribe. They send you magazine and charge you premium. stay away and beware!,1.0,,,0.9767153,
34009,Love this magazine and it's so much more convenient on my kindle! It works perfectly and I never have any issues!,5.0,,,0.9904759,
34024,This and Road and Track are the two best consumer automotive magazines. Great information and the articles are top notch.,5.0,,,0.99820256,
34026,"Great layout, very good articles and talented writers. I enjoy each issue. Will probably continue with subscription.  Thanks for the great magazine!",4.0,,,0.99743146,
34034,"I love the magazine, but I would love to receive it before I see it on the news stands or at least the same day.",4.0,,,0.6720463,
34041,"The magazine order started late, and I only received 2 magazines. other than that, I love the magazine. Just wish i got all 6....",5.0,,,0.55477923,resolved
34044,the articles did not completely satisfy me. I did like the easy purchase from Amazon and quickness of loading on my kindle.,1.0,,,0.5251968,resolved
34045,hubster loves this magazine and has been receiving it for the last twenty plus years.  a necessary read in our house,5.0,,,0.9922001,
34059,It's a good car magazine and I got it as a test for myself using the Kindle - what do you mean 3 more words required?.,4.0,,,0.90242165,
34065,"good mag. nice articles and enjoy seeing the new things that are coming out.
nice articles on long term test of new cars",4.0,,,0.9862977,
34066,I love every time i get this magazine in the mail!  Fantastic Reviews!  It is always shipped right on time!,5.0,,,0.9989369,
34067,"Great price, great magazine.",5.0,,,0.9948734,
34074,"The big 4 car mags are all about the same.  That being said, I love them all.  This one is no exception.  Great pictures, great articles, and reasonable reviews.",5.0,,,0.99344456,resolved
34081,I stopped getting this magazine about 3 years ago. Decided I wanted it again since the price was right the magazine is horrible now. I am sorry I got it again.,3.0,,,0.22966772,resolved
34083,I wish there wasn't as many ads but still great reviews on cars and all kinds of new cars coming out.,4.0,,,0.5262536,
34097,I tried to get my address changed and nobody has answered me yet. I was displaced because of the hurricane.,1.0,,,0.9914703,
34103,I ordered the magazine because I'm thinking about buying a new car. Mostly I enjoy reading the reviews and seeing pics of latest model cars. It definitely fills the bill.,4.0,,,0.8199287,
34105,I haven't received a single issue yet.  I hope my subscription  does NOT begin with last month's issue or even two old issues.  That's happened to me before.,1.0,,,0.9986733,
34112,I bought a 12 month subscription through an Amazon offer that costs me less than the price of a single magazine;I can't think of a better deal I've ever had.,4.0,,,0.19716504,
34128,Didn't have a lot of what I wanted and I now have no need for magazines whatsoever. No point in waiting when I can just read what I need online.,1.0,,,0.97657484,resolved
34143,I am still waiting for my first issue. It has been paid for but this review request reminds me that I am still waiting.,1.0,,,0.9915811,
34166,My grandmother is an artist. Last two years I am giving this magazine as a Christmas gift for her. She loves it a lot!!!,5.0,,,0.9813795,
34170,International artist is the best art magazine going.  An absolute must have for anyone with any art interests.,5.0,,,0.99970263,
34188,Conservative magazine that fits my views.,3.0,,,0.32262838,
34193,Do not pay for this!!!! I only got 2 or 3 magazines the entire time!! Such a waste of money!!!,1.0,,,0.99910533,
34194,I didn't get the first two issues,1.0,,,0.99710107,
34195,"Zero star, i received damage magazine for all 4 issues. No more
Again and again. I have to request for good condition for every issue. Very disappoint.",1.0,,,0.81598735,
34196,There's such a large emphasis on wedding dresses. The magazine is pretty much just pictures of dresses. I subscribed to 2 wedding magazines and they're both really disappointing.,3.0,,,0.5838215,resolved
34201,"Nice magazine
Car seat returned because it was a duplicate",4.0,,,0.95129865,resolved
34206,Best magazine in the English language.,5.0,,,0.9989671,
34214,This is the absolute best wedding magazine hands down. It has you completely covered from style to venues to creative bouquets to great food and great DIY ideas.,5.0,,,0.9947703,
34226,Was not able to download to any of my five devices?,1.0,,,0.9963773,
34231,A good Read,4.0,,,0.99966455,resolved
34249,Really great mix of ideas and inspiration - but a few too many dress advertisements - would rather see more styling inspiration,3.0,,,0.6608008,resolved
34252,It would be much better if this was available for iPad it is to hard to read on the iPhone.,2.0,,,0.5607219,
34257,I fell asleep twice.  That's enough for me not to order it,1.0,,,0.8066859,
34268,"This has been a great help for my daughters wedding coming up.  I just love this, because we can see what is the latest and what we are thinking of doing?",5.0,,,0.9958128,
34272,I enjoyed reading the articles in this magazine. Ordering the online version was so much cheaper than buying the print version but I miss being able to tear out pages.,4.0,,,0.85584784,
34287,I'm a wedding photographer who loves finding new inspiration for my future events. Martha Stewart weddings has some of the best visuals I've seen by far.,5.0,,,0.996662,
34293,"I like this magazine.  It's kind of pricey and has far too many ads, but.....all in all it's a pretty good magazine.  I especially like the articles and pictures on real weddings.",4.0,,,0.8906998,
34299,"I like the mag, but like Jon Stewart, I just wish it could be less liberal.",3.0,,,0.5027302,resolved
34305,Very up to date news and opinion. I read about issues before the television news groups report them. Very informative.,4.0,,,0.3351267,
34307,I found it difficult and distracting to read on the Kindle FireHD. Got lost in the content and gave up.,1.0,,,0.5786059,resolved
34343,One of the most important magazines you could ever own. So useful and insightful. Love it.,5.0,,,0.99938,
34347,always great ideas. Love chesamerica@gmail.com,5.0,,,0.98141754,
34349,Amazon did a pathetic job to a fantastic magazine. The Kindle edition is hardly readable.,1.0,,,0.3560151,
34351,Brought it and most of the things are not related really regret buy it,1.0,,,0.6508437,
34355,This was a renewal; not a first time purchase.  I have not received any magazines to date.  I renewed on 2-12-08.....,1.0,,,0.99452734,
34357,"I think the title says it all.

I renew using Amazon... no magazine yet.",1.0,,,0.9951636,
34364,I can not tell a page of advertisement from a page of an article!,1.0,,,0.9094688,
34375,This quilting magazine is filled with wonderful ideas.  The colors choices are great and you have a choice of easy to hard quilts.  I love the magazine.,5.0,,,0.9996631,
34383,I didn't buy this piece of crap!,1.0,,,0.98913795,
34385,I don't think that the magazine suits the Kindle layout. There is also alot of ads which make the process of reading it harder.,1.0,,,0.954966,resolved
34388,Best quilting mag anywhere,5.0,,,0.9858624,
34390,"Changes format, fewer pages and all quilts are made with big chunks of fabric.",1.0,,,0.9499756,
34404,Enjoy it every month,4.0,,,0.37120748,
34406,Not quite the magazine it used to be but still very informative,3.0,,,0.8669933,resolved
34407,A good look at cars and trucks.. foreign and domestic. It also reports on trends and influences on the industry.,4.0,,,0.8954603,
34408,I got this subscription for my Mom for her birthday.  She quilts daily and loves the magazine.,5.0,,,0.9976548,
34411,"Being a traditional quilter, the so called ""new pattern and design"" choices does not appeal to me.  Neither does the many small project suggestions.",3.0,,,0.71641684,
34412,The McCall's Quilting magazine is my favorite quilting magazine.  The articles contain variety and the patterns and quilt information are easy to understand and plentiful,5.0,,,0.9148029,
34418,"very well written, very insightful and informative",4.0,,,0.97615397,
34423,"For a magazine that is supposed to be cutting edge, it has one of the worst Kindle experiences out there.  I may as well be reading a PDF.",1.0,,,0.81195843,
34426,Love Fast Company content. But impossible to read on the Kindle Fire. Any ideas that would make it more readable -- like the 'print view' in NYT.,4.0,,,0.489204,resolved
34434,If you love cars then you can't go wrong with this subscription!,5.0,,,0.999317,
34443,I have not received a print or digital copy of the magazine yet.,1.0,,,0.9996427,
34449,MY 92 YEAR OLD BROTHER LOVES THIS MAGAZINE,5.0,,,0.99975526,
34450,good book,4.0,,,0.9511795,
34459,"Well written articles, good start up info as well as articles on established businesses.",4.0,,,0.9966577,
34476,it won't open. it says that its on another device.. this is the only kindle i own. DONT PURCHASE.IT DOES NOT WORK.,1.0,,,0.9875569,
34489,Great magazine for a very low price,5.0,,,0.92948365,resolved
34490,I cannot believe the only way  too order these is on  a kindle(your loss) I was going to order more than one subscription.,1.0,,,0.9742956,
34492,Great over priced,4.0,,,0.1453178,
34495,"Bought 3 years magazine subscription by written check, they only give me 1 year and ask me renew today, What fraud, never again",1.0,,,0.9561074,
34499,Deal with real world business issues please. Not MBA school theory. Waste of money as there are better sources of onformation available le.,1.0,,,0.998975,resolved
34503,"Patience.... because unless you are a true Geek
it requires you to go through multiple copies
to find articles of value in applying
& appreciating the technology
it reports on.",4.0,,,0.32372254,resolved
34505,Nice format and I like the fact that they review companies with different sizes. You get a chance to look at all sorts of companies and managing styles.,4.0,,,0.9430254,
34512,The info is good and the issue out earlier than the news stand.,4.0,,,0.9981338,
34515,The mag is filled with ads. The cars featured are not really interesting.  It is still a teenagers window to the world of could be.,3.0,,,0.80150867,
34524,"Ordered as a gift.  The order process was confulsing, and never reached the recipient.  I'm sure the magazine itself is great.",3.0,,,0.082547516,
34528,"The best car magazine on the market today.  I have subscribed for eight years. Great website too!
Covers everything from a $17,000 car to a $2,000,000 car.",5.0,,,0.9990683,
34532,"Full articles and adds. Guess I could do without the adds, but then it would not feel like a real magazine.",3.0,,,0.7967075,resolved
34551,This magazine has been viewed by inmates and has been truly enjoyed.  thanks to you I can afford to send it to our friends,4.0,,,0.3697989,resolved
34557,"But, on Kindle, it's hard to read and navigate. Guess I'm just an old guy who likes to turn the pages.",3.0,,,0.9571296,
34593,Ordered this magazine two months ago and as  yet have not received one copy.,1.0,,,0.9997808,
34603,"I have gotten every other magazine that I subscribed to except Fast Company
What's up?",5.0,,,0.9557761,resolved
34611,"I love True Story.  I have loved this material for many years, and was very happy to be able to purchase it once again.",5.0,,,0.9980858,
34616,"Good mag, but not great like Automobile magazine.  A little rah-rah for my tastes, but does a good job covering some excellent European cars.",3.0,,,0.8864122,
34619,Awesome magazine with actual true stories.  They are heartwarming and interesting.  Have been a loyal reader for a very long time.  Keep renewing my subscription.  A must have.,5.0,,,0.98860395,
34624,One of my Mom's favorite for years...,5.0,,,0.9978228,
34631,I renew this every year for my dad for his birthday. He's building a 32' Ford from scratch. This is his favorite mag!,5.0,,,0.9992318,
34632,Ok magazine. It has lots of information regarding new bikes. Not much regarding older bikes or mechanics.,3.0,,,0.9986062,
34636,My husband says it's not as good articles as they used to.  I won't be renewing it for him.,2.0,3.0,,0.14425394,resolved
34638,My husband loved the magazine.,5.0,,,0.99536246,
34640,"Bad content, too many adds and they don't send one per month, it's more like three in two weeks then the following 9 asap...",3.0,,,0.74979204,resolved
34646,"Not bad. a bit too thin, but not bad for the price.",3.0,,,0.9210175,resolved
34650,Decent articles for a thin rag mag.,4.0,,,0.758338,
34651,Arrived on time and as described,1.0,,,0.7213142,resolved
34654,Best dike book in the world !!!!,5.0,,,0.99922895,
34657,"Never got this on My Kindle fire, did not download. It did work on our I-Pad mini.",1.0,,,0.9998648,
34661,"If you ""must"" ride (as I must) then you ""must"" read Cycle World and it's ilk.",5.0,,,0.9866135,
34664,I renew every year.  Always enjoy reading!,4.0,,,0.5755054,
34668,"Ok to read, but predictable...if you love a magazine and cup of coffee in your hands, worth getting.",3.0,,,0.9849684,
34682,Great mag.  Outstanding price,5.0,,,0.96429604,
34685,"Can't go wrong with Cycle World.  If you are a motorcycling enthusiast, this is the magazine for you.",5.0,,,0.222583,
34694,great mag covering a wide variety of bikes.,4.0,,,0.83854574,
34705,"Always liked this magazine. Used to get the hardcopy, but now I have a kindle so I get cycle world electronically.",4.0,,,0.3814926,
34707,The best written cycle mag out there.  Shame Peter Egan is retiring!,5.0,,,0.99956673,resolved
34710,Hubby likes it.,4.0,,,0.89214426,
34711,"Great magazine, good tips and tricks that you can apply to every day riding.",4.0,,,0.84271365,
34715,This was a good cycle magazine at one time.  Now it has way to many ads and little content.  There are better magazines out there.,3.0,4.0,,0.101002514,resolved
34718,Perfect gift for my boyfriend glad I spotted it and bought it before the issue came out he loves it,5.0,,,0.99927866,
34720,"When I am not being made aware that there is an automatic renewal of my subscription it makes me feel like being taken advantage of,a feeling not really positive",1.0,,,0.9042512,
34721,"Really good articles, written by who actually ride motorcycles.
Not a collection of paid articles from bike makers, who wants to advertise their products.",1.0,,,0.45998883,resolved
34743,My husband loves this magazine and gets excited every time he gets one thru the mail!  So glad I ordered it!,5.0,,,0.99948895,
34753,Always great articles and very informative. I will be a subscriber for years to come. The pictures are very cool also....,5.0,,,0.9451287,
34763,Got my TWO issues today- don't appreciate getting the current one and last months' at the same time. It's like getting 11 issues for the price of 12.,1.0,,,0.92833394,
34766,"This magazine was advertised on Amazon.com in an e-mail to me for a price of $2.97, how come I paid double that ??",1.0,,,0.9267592,resolved
34773,Good gun mag to keep up with the latest,4.0,,,0.9998301,
34774,Good articles and content,4.0,,,0.9963411,
34776,More worthless articles them good or helpful just a bunch of adds,3.0,4.0,,0.0055022836,resolved
34778,Outstanding magazine that has been around for a long time.  Highly recommended reading.,5.0,,,0.91363746,resolved
34780,I don't like all the coverage of black guns.,2.0,1.0,,0.17264023,resolved
34781,when i  was received this was to much wet with snow i did not complain for tha magazines. Thanks,1.0,,,0.9894011,resolved
34783,I have received only ONE magazine since ordering in JUNE!!!!!!  I have written numerous emails to integrated Media and Amazon and NOTHING has been done!!!!,1.0,,,0.9986744,
34814,G&A and Firearms News seem to have morphed into very similar publications. Doesn't make sense to pay for both.,1.0,,,0.97938895,resolved
34816,"Good magazine, would have been 5 stars if were more articles and less advertisements.",4.0,,,0.9289404,
34817,Got this for my Dad and he said he loves getting it every month!,5.0,,,0.99974704,
34823,Have it as a Christmas gift. He likes it.,4.0,,,0.67146695,resolved
34824,Read from cover to cover each month. Great articles for gun lovers from beginner to expert.,5.0,,,0.9394182,
34827,a decent firearms magazine.,1.0,,,0.89130926,resolved
34837,All adds. Where the hell are the articles?,1.0,,,0.71765256,resolved
34853,I sent my granny a year subscription to Quiltmaker and she loved it. It has beautiful quits & patterns in there. Highly recommended to anyone who loves designing quilts.,5.0,,,0.9992696,
34872,Best gun mag,5.0,,,0.9749576,
34887,My husband was thrilled to receive this as a Christmas gift this year....he loves his 2nd amendment rights ;),5.0,,,0.9984718,
34889,One of the best knitting magazines,5.0,,,0.99938345,
34890,I always look forward to reading  this magazine and to get inspired by the pieces that you offer. Mag girl from Tucson.,5.0,,,0.48698017,
34905,"Being a traditional quilter, the so-called new ""fabric and pattern choices"" does not quite appeal to me.  Neither does the many small project designs.",3.0,,,0.8812409,
34907,Quiltmaker has always been a great magazine - chalk full of beautifully made quilts and information about the quilter.  Beautiful magazine as always.,5.0,,,0.969271,
