review_text,label
Love it...Lots of information!,4
NOT ENOJUG READING MATERIAL IM INTERESTED IN,0
I would like to see more information on great places that aren't only for the 1%.  We can afford great vacations but not at places starting at $500 a night.,2
Too many ads!,2
Too much advertising and just too much stuff.,1
I enjoy the articles . The mind/brain is amazing,3
Some time it doesnt hold my interest,1
ok magazine,2
"I do not like the digital version of Newsweek, not a bit.  It is not handy nor enjoyable at all",0
"I love Popular Mechanics and Popular Science.
So much new information, and so interesting.",4
Poor content related magazine.  I never really was engaged by any of the articles.,1
"I ordered this subscription in December, and it is now February and I have not received any magazines.  I would not recommend ordering magazines from Amazon.",4
"I love the simplicity, variety, and all around deliciousness of the recipes. I enjoy the articles and the convenience of my online subscription.",4
I loved this magazine when I was pregnant and during baby's first year. Now I'm sure to get it for any of my friends who are expecting. Great product reviews!,4
We've found a lot of useful information on urban gardening and chicken care from this magazine. We're pretty impressed with the variety of content.,3
Favorite food magazine. I've loved it since I was ten.,4
LOVE THIS MAGAZINE,4
I could only down load part of this magazine and noe i want to just cancel it completely,0
did not not you up front it was an auto renewal not happy,0
Out standing!! I love the daily reflections. It's a great way to start your day would give a 5 star rating,2
don't recvid,0
I thought this was a respectable magazine with evidence based articles.  I was completely wrong.,0
I have yet to receive this mag but the check cleared the next day.  Prolly takes a while... a loooong while.,0
This magazine is not for senior citizens. I do not plan to renew.,2
I LOVE THE MAGAZINE!!!  IT IS VERY INTERESTING.  I PLAN TO KEEP IT COMING.  I HIGHLY RECOMMEND THIS MAGAZINE.  THANK YOU.,4
"I've been a Esquire reader over three years,when my subscription came due,this was a great price for a legendary magazine!",4
A broad view of the technology out there.  Photos of equipment in use and proposed for use.  Easy to read and absorb the ideas.,3
Such an awesome magazine. Love the different eras of history presented.,4
Scam...Shame of Oprah trying to take advantage of people that actually think she cares about any of them.,0
"I was so excited to see my favorite magazine in digital form until I saw it is not available for iPad. Oh well, hopefully soon.",1
Buy this magazine without hesitation.  Has wonderful articles from a spiritual and holistic perspective.  Thank you so much for creating such a creative magazine.,4
Doesnt work well on Kindle because its basically photocopies of the magazine.,0
I love the content of this mag and can't wait for every issue to come ...you'll love it too...try it..,4
I am not a vegetarian but love this magazine because it gives me different ideas for side dishes or if we do a meatless meal!,3
Didn't care for this magazine. Just felt like it didn't have alot of good articles in it,0
"Had to get it for a astronomy assignment, the article was easy to read that I used and to understand. I just wish I could've read it on my kindle PC! I had to use my phone.",3
"so beautifully illustrated!  also, very informative.  thank you.",4
"I received Rolling Stones instead?
This seems to be a repetitive issue with this company.",0
"Meat dishes  mostly.
Cancel subscribtion..",0
I like the fashion section a lot,3
I did not know I was signing up for auto-renewal and do not want the magazine anymore or the auto-renewal.  This was very misleading and I am not happy about it.,0
I LOVE THIS MAGAZINE!,4
"With a busy schedule, I really enjoy the articles because they are short but informative and interesting.  I also enjoy all of the recipes they offer.",3
Fox News with nice photos? No thanks.  Murdoch ruins everything he touches.,0
"Came bent, want to return. Nothing good in the magazine.",2
I did not get all copies and some came late. Will discontinue,1
Wouldn't download into my KindlePC or my Kindle on my phone.,0
I cancelled my subscription because there is not any diversity on the covers! I am a girl of color and sometimes I would like to see some people that look like me on the cover!,0
Moved in June and tried to cancel my subscription but it is still showing as processing,0
One of the best magazines out there. Love it and the price was right.,4
"Considering I ordered this back in February and it the end of march now and I still don't even have one issue, I am not happy.",4
Mostly advertisements for rich people and the rest is liberal.,2
I cannot get it come up on the Kindle. So cannot read it.,0
"We love wildlife and want to know what kind they have here in AZ.  Very informative, his aunt apparently subscribe to the same magazine.",3
The timeframe for us doesn't work ----- shows from 7 pm to 10 pm; no daytime shows.  But we do like to read the articles and the cheers and jeers.,2
I have bought LJ for many years and decided to go thru Amazon for the convienence. This will give any reader good insight to the craft.,3
Love to read this magazine.,4
"I love the magazine, but the sale adds are starting to take up half the magazine.",3
The photos in this magazine are amazing and the stories great.  I was amazed by the quality and can't wait for the next issue.,4
Took long time to get first issue. When I received it it had a big rip down all the pages. But it was cheap in price. :-/,1
It's garbage. Full of adverts/commercials. Just a few health talk or discussion. This is not the Health magazine or journal of those days.,1
This magazine changed over the years. It went from reat good stories and advice to just a bunch of gossip and nonsense.,2
Very upset about this subscription. I got a duplicate magazine. They are always behind in mailing currents ones. Thanks Castilla,2
Have read this magazine for over 50 years. Well worth the price!,4
I got two issues in 1.5 years and they said its up for renwal. Do not buy,0
"I have ben a subscriber for over 10 years. The electronic version is terrible. More than 50% of the time cannot download on iPad. Don't subscribe, I will discontinue subscription.",0
Good magazine.  Didnt really focus on what I was looking for. That is a magazine strictly about sports bikes but all around OK.,2
"There are 2 other English country living type magazines that are much better, but this was the cheapest magazine of the three.",1
This was described as 12 issues per year and the July and August issue is combined in one magazine with approximately the same amount of pages as a one month issue.,2
"The magazine is ok but I don't like the auto-renewal program.
I want to decide for myself not have it automatically billed to me.",0
This magazine has been filled with ads. I mainly wanted this magazine for home decorating tips and such and there is some of that. Not the best. Its also thin,2
My grandson is a cross country runner and he loves this.,4
This was a gift for my daughter-in-law and she really likes it.,3
Fair not deep,1
I really read this publ. from cover to cover as soon as I get the magazine. I have to exert my authority to make my daughter let me read first as she loves it also.,4
Horrible democratic propaganda. Nothing is worth reading in this overpriced pile of crap.,0
This is a great addition to new vegetarians! My family loves to read this magazine and the recipes in it!,4
"Lots of lovely photos, great ideas, deco tips and food.",1
"Some good articles but that's about it.
Smells strongly of several colognes all at once.",1
Within two weeks of buying this $5 subscription I started receiving bills for about $40.  I really expected better from Oprah.,0
Have not received my first magazine yet.  But I like the magazine and hope to have a long subscription.,2
Horrible format,0
"This is a good magazine for finding health and beauty products but it takes eons to skim through all of the ads to get to these articles, which is why I rated it 3 stars.",2
We are happy to be receiving Time magazine during the election year so we can read as much as we can about the candidates. Wish we had started it earlier.,3
"This magazine has some beautiful pictures, but it also has a LOT of ads.  Tried sample to peruse on airplane while on vacation, but will not subscribe.  Got on my Kindle.",2
"I love the magazine, but wish it wasn't auto renewal",3
"It took too long to start the subscription, at least several months.",2
"We love National Geographic.  It's great to get both the magazine and the digital copy.  Be sure to track the subscription date, I waiting for it to renew on my current order.",4
Not sale. Normal price and mucking up amazon deal system,0
"I get the monthly publication, but no access to digital style guide or gift card. I called and GQ wasn't sure as to when I would get access to those items. Just told me to wait",1
"As a waterfowler myself, i really enjoyed this magazine. I would recommend it to anyone who enjoys the great outdoors.",3
Outstanding magazine that has been around for a long time.  Highly recommended reading.,3
I haven't received a single issue yet.  I hope my subscription  does NOT begin with last month's issue or even two old issues.  That's happened to me before.,0
"I love my Redbook magazine, I don't know who won't except maybe men :-) will keep on continue getting that magazine too...",4
I love the magazine.  But why is it going to take 4 months before delivery starts?,0
I purchased a 1 year subscription in December 2012 for my Mom and she is now (April 2013) getting an invoice stating that she needs to renew.,0
Nowhere does it say whether the $9.99 price is for an annual or monthly subscription !!How deceptive is that ??,0
"Awesome sex tips, funny stories, sexy pictures, great workouts, and a decent price for one! I loved using it on my amazon tablet!",4
DO NOT ORDER DOES NOT WORK AT ALL AND AMAZON CUSTOMER SERVICE IS NOT HELPFUL.,0
Ordered this in march and as of now only one magazine has been delivered.,0
Very little actual content.,1
"I got this for my husband and ordered another magazine at the same time.  The other magazine arrived a couple of weeks ago, but still no Road & Track!  Bummer!",0
Grandson loves this!,4
This magazine has gone down hill quickly. The writing is terrible and the journalistic quality is nonexistent.,0
"As usually  ""Scientific American""  contains handful of contemporary excellent materials written by professionals of highest rank.
I love this magazine. Tolaola",4
"Being my favorite magazine for almost 4 years, mostly reading online. And now can subscribe through Amazon kindle.
All about Business World is here.",3
Some recipes but way to many pages devoted to advertising! Wouldn't buy it again.,1
"If you are not looking for high end recording studio equipment reviews and articles, this magazine might be ok for you.",2
I thought it was supposed to come weekly but I have only gotten one issue.  Could you double check my subscription,2
My favorite magazine. I always read it cover to cover,4
My son purchased this on his kindle and I can't undo the purchase. I had his kindle password protected and still don't know how he managed to buy anything!,0
I love this magazine.  I have been getting it for years.,4
I was a little disappointed on how long it took for me to recieve my first issue. Now with another magazine that ordered at the same time Ive recieved 3 issues to your one,3
Too many advertisements.  Not impressed.,0
I did not order it but suddenly got a bill for it.  Please do not auto renew anything for me.,0
Pay for ads..wtf,0
"This magazine is lovely, but a bit stuffy. I prefer something a bit more modern-eclectic. I have canceled this subscription.",2
Love Rachel Ray 's magazine and this was a great buy!  She has such wonderful ideas and articles.  Love them all!!! Thanks!,4
I love this magazine.  It has great articles and a wide variety of subjects.  I enjoy taking it when traveling because it is very entertaining.,4
My son loves this magazine.,4
"Like the magazine, but didn't receive a few issues. So overall disappointed.",2
"Who doesn't love National Geographic! They are great magazines to collect, and absolutely no trouble with the subscription or renewing it.",4
I can't review this product because I won't start receiving it until March. I didn't realize this was a subscription to a magazine. Poor advertising on this product,0
A good read for the outdoors-man.  I wish they had more articles covering western mule deer and elk.,3
"Works fine on my Kindle Fire. Easy reading, good visuals. Way too many ads in my opinion, but a decent app otherwise.",3
"Idk i find myself not looking through these magazines anymore. They're kind of boring. I tend to read gamepro more often than not. But hey, the demo cds are a plus.",2
"Reader review: I love this magazine, it has quiz ideas, crafts posters and much more.",4
unable to access on Kindle,0
"A must-have subscription for VW gear heads!  Constantly new information in every issue. If you are into older VWs, this is the publication for you!",4
Wouldn't open on my tablet - can't say much more than that,0
Great magazine but WAY too many ads.,2
There should be a requirement that this magazine have at least as much content as ads.,1
I haven't received all the issues in the mail and I can't access the website on my kindle.  DO NOT buy this.,0
"Love this magazine.  There is a lot of nfo and the dogs are adorable.  I bought a product from the ads.

cjo",4
I have the same problem as the other customers.  Never received my magazines even after calling them twice. STAY OUT OF THIS SELLER!,0
"Boring, too much long and after a few pages of reading- I got tired.
May be the next will be interesting.",0
Takes a llllloooonnnngggg time to load. Ridiculously long.,0
I have been a fan of Taste of Home for years.,4
"I don't like the contents, very poorly put together compared to many other magazines.",0
"Good ideas, nice tips, good product reviews.",3
Love Southern Living magazine,4
"I look forward to checking the latest issue every month.  With this new edition, the magazine has been downloading for 3 days.  It is a technical problem.",0
"It has more ads than content, I think it is one of those magazines made for rich people, but I do not think they have the time nor the desire to read them...",0
Never received the messenger bag ordered with the subscription,1
This is the best wood working magazine I have ever found!,4
"A very poor magazine, with practically no articles, only advertisements.  I will not subscribe again.",0
"Unsubscribed after reading the first issue.  I want to read the news, not what someone tells me to think about the news.",1
The word among us is the best catholic tool I ever read.,4
"Wow, Ordered about two months ago, and still no magazine.
If you want a subscription to start at a reasonable time after ordering, go through the publisher!",0
Nice articles,2
have gotten this for several years,2
Too many ads and not enough actual articles and content,2
do not suggest buying this for kindle paperwhite no pictures and confusing format.  I barely read it it was horrible.,0
Read this when I was in high school; had a lot more to it then. Still informative and good.,3
"I ordered it and have paid for it but, it still has not come yet. I know it takes a while so I am waiting by the mail box.",2
I got a free year as a gift.  Found I never read it. I asked several friends if they wanted my copies. Most of them just laughed. Now I throw mine in the trash when they come.,0
I thought this would be more gluten free and/or paleo.  I cancelled this after the first reading.,0
Would have absolutely loved !!this subscription had I kept getting it....I received 2 and haven't gotten another one!,0
This is a great magazine  bought this for years we  all read this and find something new and interesting Thanks Hearst  great price and product,4
I have loved this magazine since I found it up in the Midwest one time.....,4
awesome magazine.,4
My eight year old granddaughter received her first issue and loved it!  Makes her feel like a big girl.,4
Read The New Yorker in the past. The articles seem strange and disjointed. Some of the little snippets make no sense at all.,2
Just full of all kinds of info!  Fun and educational ! Love it !,4
I love the digital version and how interactive it is! Very user friendly and budget wise is excellent! Highly recommend.,4
"Great publication, the information is first class. I have read this magazine since the 70's.",4
My favorite magazine ever!,4
"This is my favorite magazine. It has helpful information, recipes, articles and more.",4
Clutch did not arrive. Vogue is wonderful!,0
i like it,3
when i actually get the magazine/.,2
Was a gift for my husband.  He didn't really care for the magazine and did not renew.,2
Love Martha Stewart Living!,4
"Pretty good content, but too much ads",3
"Hey Maxim, it's the 21st century. Please make your mobile version easier to read. Even when I expand the text, it's hard to read. Also, FAR too many adverts.",1
I heard this magazine pays for itself and it's true.  Great articles and tips too!,4
the magazine has some good articles but really does not suit me but I am 74 years old and perhaps not interested in much of the advertising and articles.,2
My husband can't wait for this magazine to arrive. It never fails he will quote or read articles to me that he finds extra interesting.,4
Best articles I've found in a magazine!,4
Perfect name for this magazine - truly something for everyone in the family and all kinds of activities. Excellent!,4
"Great stories, well designed pages to make the reading easier!",3
I t was infornational but on an average it was ok,2
I do not like this magazine.  I only agreed to the subscription because it was free.  I would like to STOP its delivery.  DO NOT CHARGE MY CREDIT CARD.,0
Not for me. Articles did not engage my interest.,1
best price ever,4
gift for son and he loves it!,4
Nice for inspiration but very high-end in terms of the products that are featured...,2
ive only gotten 2 issues so far,2
I am enjoying my digital subscription.,2
excellent magazine,4
"It was nothing but ads. I went through the magazine in about 5 minutes. Sad, but I guess that's what keeps it going - the ads.",2
So many advertisements. You are better off going on Pinterest than paying to have people sell you finished products in a DIY magazine.,1
I have tried and tried to get Julys issue on my kindle with no avail,2
it's ok nothing that exciting i'd like to cancel it please.,1
I love history and this magazine is fun and informative.,4
Not what I expected,1
Only got 1 issue so far and I like it so far.,3
This is now nothing more than a liberal mag.  Might as well be the Ladies Home Journal or the Washington Post.,1
99% product advertisements than informative articles.,0
Didn't even after complaint  put entire address on label so my son only got 1.thanks for wasting my money,0
I have not received this magazine yet.  I ordered it June 17.  I can't believe it takes so long to start receiving it.,2
Mom loves it..,4
Go My 1st mag yesterday. It is 95% ads. For me it's junk and wast of money.,0
Its alright,2
Ordered this magazine for my daughter for Christmas. Always enjoyed this magazine when I would buy in  the store . Easy to order on line and have sent.,4
Tons of ads. Plus lots of profanity in the content. Wish I would have never bought it.,0
Great magazine. As always I am able to travel many places and learn so much more of the world.....just by sitting and reading. The photography has always amazed me.,4
I love the fact since I have a paid subscription with Essence I can get this digital subscription with it. App is very easy to use and to navigate through the magazine articles,4
I orderd this magazine 3 months ago and I still haven't recieved a copy of it.,0
"I bought two subscriptions, one for each of my Grand-sons. I just love this publication. The subscription prize was just right.",4
"I got this mag for the man in my life thinking it was about sports. But with this cover I'm not happy. If ur a porn mag, say so. Don't cover it up. Be truthful in advertising.",0
I like this magazine because it has good recipes. I haven't had a chance to try any but expect that I will soon.,3
I like these mags because I like to be current with the newest games coming out. It's not the best mag but it's pretty good.,3
Don't care for the magazine at this time.,1
Awesome magazine. I have been reading this one for a long time because it provides a variety of information that is useful.,4
Can't read on a kindle. Good magazine but useless if trying to read electronically.,0
My wife likes the magazine.,3
"So many great projects, so little time!",4
I have vision problems and can not increase the size of the font! Can not read the articles! would like to cancel subscription!,0
Ranks right up there with National Inquirer.,0
Of course Mad Magazine is a great subscription. But it took four months to get our first issue.,1
Enjoy this publication.,3
"typing too small to read, cannot be enlarged like other mags......wont be buying too often, will buy other mags now",0
Too many adds and not enough recipes. Photographs of food are beautiful.,2
"womans day is not that great, but it definately is better than good housekeeping. its okay, nothing to write home about",2
"Like what they are doing for girls. Good information, just not my favorite layout on my tablet. Will keep it to see how it goes.",3
I Love the magazine and the podcasts. It has been a delightful discovery to find them both.,4
"I ordered this magazine almost 5 weeks ago.  I have not received a single issue; however, the magazine's promotional emails have been flooding my inbox.",0
The magazine covers an overall spectrum in order to touch on areas of interest for all individuals,3
"Although this is a tourist magazine, it is more appropriate for an Italian tourist...or Italian speaking tourist as it is entirely in Italian.",0
Not for me.  Fashion ads and not much else!  I like more to my magazines.  Better stories.  More links and ideas on what to buy and where!,0
We like the Magazine  But  we don't want the auto renewal,1
nice books,2
"Cannot beat this deal, thanks!",4
We tried three times to upload the magazine and couldn't get it to work.,0
Love EW! This is my favorite magazine. There's something for everyone and I love all the exclusives for my favorite shows and new movies!,4
My favorite!!,4
The first issue non black and white photography was interesting and I will apply the ideas to my work.,3
"I used to love this magazine because it was fun and fashion. Now, it's gotten all political and ""edgy."" Blah.",0
I purchased this magazine and I can not get it to show up in my kindle?  What good does it do to buy print & Kindle when you can not use it?,0
Great Magazine.  Hard to get rid of auto-renewal subscription.,0
Could be so much better if there weren't so many pages of advertisements.,1
My husband loved the magazine.,4
Didn't order this.  PLEASE DON'T ORDER THIS MAGAZINE.,0
Does not work after iOS 8 upgrade. Have emailed vendor twice and never received a reply.,0
This magazine still has not shown up yet since I purchased it as a gift for a friend.  I hope it will shows up next month.,0
"I'm in fashion business since 2011, and this magazine is not helping.
You are not getting fashion trends, good pictures of trends, etc.
Just boring long articles...",1
"got 2 old magazines, however no clutch",0
"I diidn't enjoy  this at all. There were way too many ads, and  it was difficult finding anything. I  can't recommend  this",2
"by far the best mag for sportbikes.  no slow heavy stuff here, just fast hooligan fun!",4
Good magazine.  Not that many with the subscription.,2
Wasn't all that great to me. Filled with what seemed tons of ads more than something to keep my attention,1
Lots of heavy reading.,2
"There was information on amazon's wevsite that the subscription could be used with Next Issue app but that is not true. Otherwise, it worked with nook.",2
Mostly advertising in the magazine.,0
A must read for any science enthusiast in the household. I got it at a steal of a price for a 2 year subscription.,4
"As soon as I downloaded this magazine my kindle went slowerer and slowerer. Not to mention,it has a horrible topic. Also I think they read this book in hell",0
Love the interaction feature on the magazine!,3
"The very best of the entertainment magazines. Movies, music, books, tv. This one has it all.",4
Looked nicer in the picture,0
I tried to subscribe.  I never received anything but the first issue.  This does me no good.  What a waste!,0
"The magazine is great, however I never received the tote bag.",2
"I love this magazine. It has always had great articles and insight into the inner workings of new, old and future science.",4
Best everr!,4
Awful. I love this magazine but I only one issue out of the 12 months and I had to ask for a refund.,0
"Love the magazine, just wish it were thicker!",3
I can learn how to eat healthy and do exercise at the gym on my own thank you very much.  I cancelled my subscription.,1
"I really like this magazine with its in depth insight into the PC and related software. If you like PC info, software, some hardware hacks and more you'll like this magizine.",3
The content of this magazine is much too frivolous for my lifestyle. Will not be renewing.,1
"i wouldn't know if this was a good magazine, i have yet to receive it, after waiting three months.  it is cheaper to order through food and wine website anyway.",0
"This magazine is a gem, filled with great writing. If you still like the feel of a print magazine and love basketball, Basketball Times is a must for you.",4
This is the best magazine purchase I have ever made.  I bought it as a gift subscription for my guy a few years ago and have renewed it every year.,4
"this was an awful magazine..nothing like what it used to be...very few photos, seems almost unprofessional now somehow..i don't read it and am sorry i subscribed.",0
Ordered this magazine for years the quality has greatly changed lots of ads now. would not renew,1
"It's a good read to catch up into financial news!
I would like more articles about Emerging Markets
E. D.-",3
This is one of my favorite magazines. The photography is beautiful. The articles are interesting and well written. I love how the Southern esthetic can be used in upstate NY.,4
some good science in there,3
I feel like these magazines have more advertisment than actual articles.,0
"My husband loves this magazine!  It offers great tips on clubs, courses, and tournaments.  I catch him with this magazine at least once per day!",4
"Ordered a subscription on March 7th, as of April 9th, have only received one issue. Item is now listed as ""unavailable"". Rip off.",0
Best magazine for book reviews out there!,4
I liked the stories in the issue.,3
"Just got my first issue, and I love it! It prints about all if my favorite bands, and through it I discovered more! Highly recommend!",4
"Not as many recipes as I expected, but there were a few good vegetarian recipes.  First issue I received was geared a bit too much toward Vegan.",2
I haven't received any issues of it yet.,0
good rag.,3
"they automatically renew even after you cancel it and repeatedly bill you , they have done it to so many people do your research before buying",0
Great magazine.  It fuels my hunger to visit all the places in the stories and photos.,4
I love this magazine!  No ads or nonsense - just tips and recipes. I've made several of the recipes without any challenges!,4
Not available on Kindle for the PC....,0
"This is a relaxing journal to read -- not complex, easy to enjoy, but not a fantastically helpful horticultural experience.",3
Great magazine but never got my tote either...,3
"I've been relying on Consumer Reports magazine for years now when purchasing, anything.  I love the magazine - the reviews are always insightful.",4
A must have magazine!,4
I love Writer's Digest magazine. Anyone on the path to being a successful writer should be reading this magazine that is packed with great information and resources.,4
"I canceled it, was not enjoyable reading.  Prefer the old fashion paper copy.",0
This was a gift for my wife and she has enjoyed it.,3
Where do I go for help in accessing my improved version? I have tried everything.,0
"I have not received this magazing so, I can't review. It was charged to my credit card but not yet delivered.

Johnny",0
It won't download,0
Great ideas to save some cash and impress your houseguests. I only wish it came more often. Highly recommend to anyone wanting to create,4
item not yet received even though order was placed 69 days ago. no contact from company.,0
Too many ads not enough info.  I used to love their website.  Now it wants you to watch videos.,2
Not at all what I expected,1
Great Magazine been reading them for over 50 yrs...,4
"Nat'l Geographic never disappoints.  Fabulous photos of anything and everything, here and across the world.  You can't beat Nat'l Geo.",4
"My mother used to cook from this magazine all the time.  The recipes now are too complicated, call for seldom used ingredients and just are not appealing to me.",1
"Ads, ads, ads, more than 75% ads. Not worth your time.",1
I have not received 1 copy yet.  How can I give it anything else?  I will probably enjoy it once that happens.,0
Goos i youhve eclectic tastes and lik to be surprised. It'd be nice if we ha magzine for more specific types of stories.,3
Not as in depth and interesting as it used to be.,1
Too hard to read on a Kindle.,0
Very left wing biased publication. Not that that's a bad thing but I prefer middle of the road and didn't know this was such a politically biased magazine.,1
"The bag makes a cute weekender for my 8 year old son! But hey, it was free, so I can't complain! :)",2
I did not want to buy this it I s not what I like it's not what I look a t,0
don't feel like supporting a racist woman who thinks all white males need to die off....,0
not impressed by the publication at all.,1
Wonderful magazine!!!,4
I like this magazine a lot. As a student of yoga this is interesting to learn of other schools of thought and practice.,3
"Ordered House Beautiful on December 8,2009 - but haven't seen one page of it yet.  Where is it???",0
"never anyting in it I am interested in  Certainly nothing suits our lifestyle, don't know hat more to say, bad choice.",1
"Was looking for reading info.on retirement discovered this magazine and its full of all kinds of great info.
Like best places to live,costs and offers other resources .",4
Have not received the first issue of this magazine. Not sure if I will ever get it. When will I get the magazine or my refund?,0
"My vision of great vacations is anywhere on the water or near the shore, so this magazine gives me a glimpse of that throughout the year. Love it!",4
Thank You so much Amazon!! The Oprah Magazine continues to inspire and delight me daily!!,4
absolutely - love it  -- we are able to see all the latest activity in our beautiful universe. Thank You,4
"Decent magazine, but shady ""Free Gifts"" that never come practice.",1
"Magazine looks like it is printed on recycled shoe rubber, blurry and crap.  Barely any articles anymore, don't bother.",0
I am somewhat disappointed with my first issue. I am a novice and the info is too complicated for me. I thought there would be more photos. This magazine is okay.,2
More advertisements than articles.,1
It is a continuous gift for our Mom.  She has always loved this magazine.,4
"If you read one copy of Cosmo you've read them all. I didn't even get the 12 issues promised with the subscription price (I got 10, maybe 11).",0
"I like the recipes, although I wish they'd do more healthier ones. The home decor ideas are helpful. The pictures, especially of the gardens, are beautiful.",3
I do not like the fact this is going to be automaticly renewed to my credit card without a notice!!!!,2
Been reading it for a long time,3
"I love wired magazine, but I can't get the magazine on my tablet to save my life.",1
No directions on how to access the digital version. Maybe I'll figure it out.,2
Good read !,3
There is nothing new here.  Just reprinting recipes that are already on the website.,1
Nice and sharp on my Kindle app! I'm the author of three published middle grade novels but still find lots of helpful info in WD. It's for all experience levels.,3
wonderful mag..,4
"Didn't seem to get wide range of topics in the news, and so will buy another publication to see if there is a difference,",1
"wish there were more recipes, but pretty good so far.",3
too complicated!!!! I am going to discontinue it.,0
I have a hard copy subscription and there's no way to link it to my kindle fire. Men's health will let u do that. STUPID,0
"I buy subscriptions for magazines for my husband each year at Christmas, and this is his all time favorite. He is a flying history buff and even I enjoy the magazine!",4
Access .  Please cancel.,0
Good information. Covers new RC planes that have just came out. I enjoy it. This is my second year. I will renew again.,4
Its not like I remembered.,1
Good magazine. It has something for everybody.,3
"Enjoy reading for the brief technical articles and finding information for more in-depth research. The new product information is helpful, the ads for products can be irritating.",3
Ordered it digitally 24 hours ago and it's still not available.,0
Magazine is so thin now.  Not worth it.,0
I don't like the fact that I paid for it and it will not start until July.  I am very disappointed.,1
I like this magazine but I wish they didn't place so many adds for the purchase of purebred dogs. I wish more focus and information was based on rescue pets!,3
Very dissapointed. I love this magazine and was very dissapointed to find out the cd's were not included with the subscription.,2
"enjoyed magazine but only received 2 copies?i thought i was getting a years subscription,,",2
"The magazine isn't what it used to be. I'm not really reading it but still, I'm disappointed that the big September issue hasn't come.",2
"I'm sure the magazine will be great, but I was billed for it and the subscription won't begin until  early December.",0
"This magazine is probably just right for some, but it is not my cup of tea.  I like Country and Victorian decorating.",1
"I ordered this for my junior high library, students and teachers love it - clean, well-written, and can't beat the price!",4
Can't give a review on Maximum PC.  Never received the magazine.  Instead I was sent the men's magazine FHM.  Please send my Maximum PC.,0
"I need help, i don't know who to contact but i only received 1 magizine and i ordered the 1 year subscription. So far i haven't been receiving any magazines since.",0
This has always been my favorite magazine and to get a whole year of it for just a few bucks was the best deal anywhere.,4
"Ordered two subscriptions in December, here it is Feb 8th and I still have not recieved a copy.",0
Tried to cancel be it wasn't possible.,0
So vain...,0
Great magazine with so many useful tips and ideas!,4
"Bought these for my grandson because he is so smart and loves to read. I love the stories also, and the pictures are so beautiful you could frame them.  Very good price also.",4
"You had a highlight/Cover piece on food babe.
With that said how can anyone take what's in your mag seriously.",0
There seems to be only pics in magazine.. no real articles and even the pics are not of interest to me.. . did not find it useful,0
"Some tech, some design, some entertainment. It's got something for everyone.",3
"GREAT PRICE, RELIEABLE DELIVERY.... LOVE HOUSE BEAUTIFUL. AND THE EASY WAY TO ORDER IT THRU AMAZON!!",4
I find the listing of daily programs hard to read  on my iPad,2
I give this to my daughters and they really love it!!!,3
"Have always loved Vanity Fair. It gives you a peek into the lives of the notorious, rich and famous without being a gossip rag. Great writing.",3
I ordered the magazine and was charged over a month ago.  So far no first issue has been reviewed so I can't really review.,0
"Love to read about shows, programs, specials , and extra articles!",4
Great magazine and you can't beat the price.,4
Could not access kept redirecting me to an invalid site. Hate it.,0
"the magazine's not what it used to be... probably not renewing ... so sorry PH, IDK what to say?  sorry",2
LOVE this magazine! I've tried all kinds of the recipes and love the ingredients listed within them.,4
Beautiful cover. Great content.,3
"I love readers digest, it is my favorite magazine!  The price was excellent 2 years for $15",4
"Love this magazine, have been reading it since I was 16.  Very reasonable price for a 1 year subscription.  Thanks",4
"Amazon thinks I have purchased this. Not so. I looked at it once, but the subscription price was unacceptable.",2
Fantastic product!,4
Received an issue around thanksgiving and then nothing.,0
I've never disliked a magazine more..even the paper so slick that it keeps falling out of my hands.,0
Not worth the huge price tag.,0
Consistently the very best!,4
my grandson and great-grandson both love this magazine.  This was a birthday gift for both of them and they both love it.,4
I used to buy print copy and didn't think I'd like copy on my kindle but the graphics are great.,3
There is not enough content...don't know why I bought it. I won't be wasting any more money on this publication.,0
"Bought this as a stocking stuffer.  My husband said he liked some of the articles, but wouldn't buy it again.",1
Good but not great.,3
Love this magazine!,4
Who doesnt love National Geographic?  Glad I finally subscribed again!,4
A must for anyone who loves tea and the art of entertaining!,4
I got the kids edition and only got two of them.,0
Good overall magazine.  Some helpful articles. I do look forward to reading it every month.,3
Very interesting information but too many ads. I had the trial month and discontinue the subscription. Maybe with less ads I'll think about it.,3
I ordered this magazine on 10/7/06 (over three months ago) and haven;t received a single copy yet!!! STINKY SERVICE!!!,0
Fantastic cooking magazine!  Great recipes and always full of recipes you can actually use!!!  Love it!,4
Excellent articles but expensive.  Worth the money in any case.,3
I love this!,4
One of the best.,4
Subscribed for years and always interesting read,3
This is 1/4 the size of the regular cosmo,0
Thought it was a magazine it's more like a monthly flyer,2
My grandson loves mad magazine. He was very excited when he received this as a gift. He read it over and over.,4
Filled with envy about some of the jobs that are inferred by reviews etc...love the equipment  reviews...,3
I paid for both and they cancelled digital after a month and a half.  Do not buy!,0
"I bought this as a gift for my mom. She loves it, and the price is great! I was pleasantly surprised that it was available on Amazon.",4
very intertaining,3
Ordered this back in late December as a gift and receiver hasn't gotten a single issue and it's March 18!!! NOT HAPPY!!,0
Can't get this issue to download at all. Please help or refund.,0
I did not receive prior notification of an automatic renewal.,0
"Did not like this magazine, to much advertisements",1
"Not great, more for the beginning investor.  I will not renew my subscription",1
"The magazine has an obvious bias and agenda on many issues, and that becomes tiresome when one is simply looking for news.",0
Helpful magazine.,3
My granddaughter loves it,2
